epoch,accuracy,auc,learning_rate,loss,pr_auc,precision,precision_at_recall_80,recall,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision,val_precision_at_recall_80,val_recall
20,0.8873417377471924,0.9699411988258362,0.004999999888241291,0.2258862853050232,0.9376143217086792,0.7460951805114746,0.8602229356765747,0.918150782585144,0.8758000135421753,0.9752105474472046,0.2316412329673767,0.8689848184585571,0.40120968222618103,0.6500955820083618,0.9364705681800842
21,0.8882006406784058,0.9701643586158752,0.004999999888241291,0.22454014420509338,0.9376205801963806,0.7466046810150146,0.8583410382270813,0.9214301705360413,0.8808000087738037,0.9760116338729858,0.2121729701757431,0.874077558517456,0.410844624042511,0.6772908568382263,0.9270588159561157
22,0.8870163559913635,0.9698160886764526,0.004999999888241291,0.22736844420433044,0.9374595284461975,0.7458053827285767,0.85984867811203,0.9171487092971802,0.8799999952316284,0.9727455377578735,0.2176518589258194,0.8675175905227661,0.408184677362442,0.6157989501953125,0.9152941107749939
23,0.8883307576179504,0.9701299071311951,0.004999999888241291,0.2255050241947174,0.9379743337631226,0.7483473420143127,0.8603379130363464,0.9177863597869873,0.8848000168800354,0.9769203066825867,0.21727323532104492,0.8769861459732056,0.42060989141464233,0.6507633328437805,0.9411764740943909
24,0.8880444765090942,0.9702774286270142,0.004999999888241291,0.2240515649318695,0.9378452301025391,0.7465106248855591,0.8589318990707397,0.9208380579948425,0.870199978351593,0.9730352163314819,0.24315094947814941,0.8631455302238464,0.3893280625343323,0.6595744490623474,0.9270588159561157
25,0.8873286843299866,0.970069408416748,0.004999999888241291,0.2248125821352005,0.9379658102989197,0.7453411817550659,0.8573101162910461,0.9199726581573486,0.8677999973297119,0.9740925431251526,0.23468144237995148,0.8718597888946533,0.3856589198112488,0.6819999814033508,0.9364705681800842
26,0.8879273533821106,0.9701592922210693,0.004999999888241291,0.2249704748392105,0.938032865524292,0.7468822598457336,0.8604730367660522,0.9192894697189331,0.9016000032424927,0.9745471477508545,0.18528345227241516,0.8685701489448547,0.4597839117050171,0.6551059484481812,0.9011764526367188
27,0.8873937726020813,0.9699196219444275,0.004999999888241291,0.22567206621170044,0.937619686126709,0.7468453049659729,0.8617464303970337,0.9165565967559814,0.8921999931335449,0.9761747121810913,0.20114128291606903,0.8774832487106323,0.43624159693717957,0.7101449370384216,0.9176470637321472
28,0.8886821269989014,0.9705538749694824,0.004999999888241291,0.22374984622001648,0.9386745095252991,0.7486178874969482,0.8621552586555481,0.9189706444740295,0.8925999999046326,0.9747463464736938,0.20776183903217316,0.8668813109397888,0.4369369447231293,0.6833667159080505,0.9129411578178406
29,0.8885650038719177,0.9703452587127686,0.004999999888241291,0.22433266043663025,0.9385318160057068,0.7491627335548401,0.8620993494987488,0.917012095451355,0.8853999972343445,0.974965512752533,0.21101242303848267,0.8690543174743652,0.42110875248908997,0.6470588445663452,0.929411768913269
30,0.8880054354667664,0.9702724814414978,0.004999999888241291,0.2235282063484192,0.9380999207496643,0.7467558979988098,0.8584688901901245,0.920018196105957,0.8748000264167786,0.9762957096099854,0.22287847101688385,0.8744685053825378,0.3991975784301758,0.6576923131942749,0.9364705681800842
31,0.8882266283035278,0.9705944061279297,0.004999999888241291,0.22314290702342987,0.9390157461166382,0.7475918531417847,0.8630110025405884,0.9191072583198547,0.8827999830245972,0.9745725989341736,0.21953144669532776,0.87200927734375,0.41605839133262634,0.6507633328437805,0.9388235211372375
32,0.8885779976844788,0.9706628918647766,0.004999999888241291,0.22313998639583588,0.9390279054641724,0.7494876980781555,0.8638076782226562,0.9162833094596863,0.866599977016449,0.9746283292770386,0.23701921105384827,0.8687771558761597,0.3840996026992798,0.6378986835479736,0.9435294270515442
33,0.8876019716262817,0.9704601168632507,0.004999999888241291,0.22315144538879395,0.9384459257125854,0.7461737394332886,0.860664963722229,0.9193350076675415,0.9103999733924866,0.9742051362991333,0.17391309142112732,0.8640981912612915,0.48488831520080566,0.6049821972846985,0.8682352900505066
34,0.8886300921440125,0.9705243110656738,0.004999999888241291,0.2236374467611313,0.9388378262519836,0.7490981817245483,0.8613730669021606,0.9175130724906921,0.8804000020027161,0.9755409359931946,0.21119265258312225,0.8727689981460571,0.410176545381546,0.6328413486480713,0.929411768913269
35,0.8877841830253601,0.9703832268714905,0.004999999888241291,0.22346891462802887,0.938491940498352,0.747016966342926,0.8609565496444702,0.9181963205337524,0.902400016784668,0.9756626486778259,0.18466761708259583,0.8750426173210144,0.462184876203537,0.6378986835479736,0.9058823585510254
36,0.8888512849807739,0.9709402918815613,0.004999999888241291,0.2223144918680191,0.9394551515579224,0.7489791512489319,0.8651283383369446,0.9189706444740295,0.8924000263214111,0.9760870933532715,0.20208561420440674,0.8764640092849731,0.4368714988231659,0.7060041427612305,0.9200000166893005
37,0.8879533410072327,0.9704927206039429,0.004999999888241291,0.2232942432165146,0.9384996891021729,0.7473953366279602,0.8607558012008667,0.918150782585144,0.8740000128746033,0.9741929769515991,0.222516730427742,0.8657995462417603,0.3965691328048706,0.6627680063247681,0.9247058629989624
38,0.8887341618537903,0.9708214402198792,0.004999999888241291,0.22241847217082977,0.9394490122795105,0.748839795589447,0.8626941442489624,0.9186973571777344,0.8853999972343445,0.9756215214729309,0.2107323706150055,0.8741629123687744,0.42025861144065857,0.6692913174629211,0.9176470637321472
39,0.8889684081077576,0.9707369208335876,0.004999999888241291,0.22234514355659485,0.9389239549636841,0.7490444779396057,0.859649121761322,0.9194260835647583,0.8939999938011169,0.9729552865028381,0.21879680454730988,0.842359721660614,0.4402730464935303,0.6104129552841187,0.910588264465332
40,0.890438973903656,0.9723085761070251,0.0024999999441206455,0.2148556262254715,0.942446231842041,0.7515423893928528,0.8748754858970642,0.9210202693939209,0.8925999999046326,0.9770271182060242,0.19641494750976562,0.8787975907325745,0.43805310130119324,0.6719367504119873,0.9317647218704224
41,0.8919875621795654,0.9723009467124939,0.0024999999441206455,0.21370044350624084,0.9423735737800598,0.7545959949493408,0.8701285719871521,0.9217034578323364,0.8817999958992004,0.9756852984428406,0.2085845023393631,0.8744073510169983,0.41354167461395264,0.6583011746406555,0.9341176748275757
42,0.8915711045265198,0.9725124835968018,0.0024999999441206455,0.21278034150600433,0.9427080750465393,0.753375768661499,0.8735426664352417,0.9224777817726135,0.8881999850273132,0.9762887358665466,0.20048607885837555,0.8752034306526184,0.4273318946361542,0.6423221230506897,0.9270588159561157
43,0.8919745683670044,0.9726372361183167,0.0024999999441206455,0.21223583817481995,0.9432044625282288,0.7542833685874939,0.874484658241272,0.9223867058753967,0.8898000121116638,0.9763702750205994,0.19977281987667084,0.8759512305259705,0.430463582277298,0.6692913174629211,0.9176470637321472
44,0.8924040198326111,0.9726680517196655,0.0024999999441206455,0.21202966570854187,0.9430392980575562,0.756224513053894,0.8773453235626221,0.9199726581573486,0.9002000093460083,0.9763671159744263,0.19208252429962158,0.877859890460968,0.4565727710723877,0.6786426901817322,0.9152941107749939
45,0.8922218084335327,0.9727709889411926,0.0024999999441206455,0.21075767278671265,0.943243145942688,0.7551218271255493,0.8735734820365906,0.921657919883728,0.8949999809265137,0.9763584733009338,0.19838611781597137,0.8773104548454285,0.4431818127632141,0.6896551847457886,0.9176470637321472
46,0.8918313980102539,0.9723783135414124,0.0024999999441206455,0.21262992918491364,0.9425607919692993,0.7550951838493347,0.8744477033615112,0.9196993708610535,0.866599977016449,0.9747641086578369,0.2269526571035385,0.8696666955947876,0.3832046389579773,0.6477272510528564,0.9341176748275757
47,0.891115665435791,0.9726755023002625,0.0024999999441206455,0.2111051380634308,0.943278968334198,0.7530730962753296,0.8767573833465576,0.9208380579948425,0.8759999871253967,0.977013111114502,0.21741662919521332,0.8810288310050964,0.4016145169734955,0.6938775777816772,0.9364705681800842
48,0.8930807113647461,0.9730015397071838,0.0024999999441206455,0.2098197042942047,0.9437859058380127,0.7568325400352478,0.8747272491455078,0.9220223426818848,0.8840000033378601,0.9754446148872375,0.19768019020557404,0.8740576505661011,0.41728922724723816,0.6827309131622314,0.9200000166893005
49,0.892768383026123,0.9728714823722839,0.0024999999441206455,0.21084262430667877,0.9435896873474121,0.755810022354126,0.8748201727867126,0.9228422045707703,0.8917999863624573,0.9764763116836548,0.19544970989227295,0.8766356706619263,0.4352678656578064,0.7112970948219299,0.9176470637321472
50,0.8936793208122253,0.9728763699531555,0.0024999999441206455,0.2105756402015686,0.943407416343689,0.759087324142456,0.8750123977661133,0.919790506362915,0.8790000081062317,0.975903332233429,0.21597090363502502,0.8750617504119873,0.40759754180908203,0.6813627481460571,0.9341176748275757
51,0.8923649787902832,0.9726769328117371,0.0024999999441206455,0.21092084050178528,0.9431722164154053,0.7560437321662903,0.8725815415382385,0.9202004075050354,0.88919997215271,0.9754301905632019,0.20466989278793335,0.8728463649749756,0.4293537735939026,0.63670414686203,0.9223529696464539
52,0.8918053507804871,0.9726882576942444,0.0024999999441206455,0.21126216650009155,0.9432611465454102,0.754981517791748,0.8756705522537231,0.9198360443115234,0.8845999836921692,0.974519670009613,0.21025754511356354,0.8730191588401794,0.41862955689430237,0.6833667159080505,0.9200000166893005
53,0.8935492038726807,0.9726804494857788,0.0024999999441206455,0.21138665080070496,0.9433202743530273,0.7589967250823975,0.8735301494598389,0.9193350076675415,0.8691999912261963,0.9763153195381165,0.23122538626194,0.8756916522979736,0.3887269198894501,0.6853707432746887,0.9411764740943909
54,0.8920136094093323,0.9729421138763428,0.0024999999441206455,0.2100946307182312,0.9435603618621826,0.7542539834976196,0.8759759068489075,0.9226599931716919,0.9049999713897705,0.9767914414405823,0.17236298322677612,0.8796883225440979,0.4695863723754883,0.6895161271095276,0.9082353115081787
55,0.8924040198326111,0.9726664423942566,0.0024999999441206455,0.21066279709339142,0.9432032108306885,0.7555738091468811,0.8729560971260071,0.9215213060379028,0.8805999755859375,0.9750328063964844,0.21265029907226562,0.8738983273506165,0.41004183888435364,0.6596153974533081,0.9223529696464539
56,0.8918704390525818,0.9725689888000488,0.0024999999441206455,0.21058861911296844,0.9427154064178467,0.7536430954933167,0.8731610178947449,0.9233887791633606,0.8942000269889832,0.9773674011230469,0.1948426514863968,0.8810660243034363,0.44130924344062805,0.6893787384033203,0.9200000166893005
57,0.8932759165763855,0.9729381203651428,0.0024999999441206455,0.2103414237499237,0.9436432719230652,0.757758617401123,0.8761167526245117,0.9208380579948425,0.892799973487854,0.9774336814880371,0.19716578722000122,0.8809155821800232,0.4384017884731293,0.6959183812141418,0.929411768913269
58,0.8926772475242615,0.9728447794914246,0.0024999999441206455,0.2110273391008377,0.943613588809967,0.756205141544342,0.8769835233688354,0.9214301705360413,0.8686000108718872,0.9747785329818726,0.2328752875328064,0.8673187494277954,0.38737863302230835,0.6507633328437805,0.9388235211372375
59,0.8918704390525818,0.9727407693862915,0.0024999999441206455,0.21154966950416565,0.9436110258102417,0.7555047869682312,0.8804842829704285,0.9189250469207764,0.9106000065803528,0.9768535494804382,0.16754788160324097,0.8780728578567505,0.4859693944454193,0.6995884776115417,0.8964706063270569
60,0.8961779475212097,0.9743075370788574,0.0012499999720603228,0.2048395723104477,0.9466196298599243,0.7638065814971924,0.8898171782493591,0.9216123819351196,0.8944000005722046,0.9753610491752625,0.19546478986740112,0.873193621635437,0.4416761100292206,0.6576402187347412,0.9176470637321472
61,0.8962039351463318,0.9741638898849487,0.0012499999720603228,0.20399388670921326,0.9459723234176636,0.7636651992797852,0.8817564249038696,0.9220678806304932,0.8906000256538391,0.9763755798339844,0.19982710480690002,0.8799619674682617,0.4328193962574005,0.7142857313156128,0.9247058629989624
62,0.893432080745697,0.97370445728302,0.0012499999720603228,0.20568811893463135,0.9454546570777893,0.7577323317527771,0.8822115659713745,0.9217034578323364,0.88919997215271,0.9761344790458679,0.19706818461418152,0.8771969079971313,0.4285714328289032,0.6692759394645691,0.910588264465332
63,0.8953059911727905,0.9741743206977844,0.0012499999720603228,0.20349344611167908,0.9461681246757507,0.7607799172401428,0.8854061961174011,0.9241630434989929,0.8894000053405762,0.9768449664115906,0.19223862886428833,0.8804866075515747,0.42951542139053345,0.6949495077133179,0.9176470637321472
64,0.8953840732574463,0.9740428328514099,0.0012499999720603228,0.20340055227279663,0.9458863139152527,0.7618348598480225,0.8824414610862732,0.9221134185791016,0.8813999891281128,0.9768038392066956,0.20525017380714417,0.8792468309402466,0.41231733560562134,0.7053942084312439,0.929411768913269
65,0.8938484787940979,0.9737815260887146,0.0012499999720603228,0.2048143595457077,0.9454775452613831,0.7584669589996338,0.8807678818702698,0.9221134185791016,0.8981999754905701,0.9769355058670044,0.19103863835334778,0.8778891563415527,0.4513888955116272,0.6786426901817322,0.9176470637321472
66,0.8956313729286194,0.9740533828735352,0.0012499999720603228,0.20390580594539642,0.9459509253501892,0.7626767158508301,0.8832924365997314,0.9214301705360413,0.8906000256538391,0.976604163646698,0.19783775508403778,0.8765937089920044,0.4320712685585022,0.7234042286872864,0.9129411578178406
67,0.8947203755378723,0.9740879535675049,0.0012499999720603228,0.2038603276014328,0.9460058212280273,0.7602973580360413,0.8870772123336792,0.9222956299781799,0.8826000094413757,0.9764770269393921,0.2075657695531845,0.8801056742668152,0.4147368371486664,0.701646089553833,0.9270588159561157
68,0.8946292996406555,0.974141538143158,0.0012499999720603228,0.20316682755947113,0.9460278153419495,0.7593965530395508,0.882099986076355,0.9239352941513062,0.890999972820282,0.9760036468505859,0.19195117056369781,0.8768341541290283,0.4336283206939697,0.6827309131622314,0.9223529696464539
69,0.8955142498016357,0.9742646217346191,0.0012499999720603228,0.20292574167251587,0.946470320224762,0.761806309223175,0.8863853812217712,0.9228422045707703,0.890999972820282,0.9762904644012451,0.19785021245479584,0.876273512840271,0.4330357015132904,0.6847389340400696,0.9129411578178406
70,0.8956443667411804,0.9739645719528198,0.0012499999720603228,0.20407164096832275,0.9457978010177612,0.762171745300293,0.8813449144363403,0.9226599931716919,0.8744000196456909,0.9761273264884949,0.21778690814971924,0.8791195154190063,0.397989958524704,0.6987704634666443,0.9317647218704224
71,0.895449161529541,0.9742136001586914,0.0012499999720603228,0.20285125076770782,0.9464088082313538,0.7621163725852966,0.8861333727836609,0.921794593334198,0.8944000005722046,0.9758727550506592,0.18893493711948395,0.8765931129455566,0.4416761100292206,0.7074688673019409,0.9176470637321472
72,0.895813524723053,0.9744518399238586,0.0006249999860301614,0.20132917165756226,0.9467302560806274,0.7618547081947327,0.8885689973831177,0.9242541790008545,0.8999999761581421,0.976262092590332,0.18567168712615967,0.879461407661438,0.4560375213623047,0.6938775777816772,0.9152941107749939
73,0.8965943455696106,0.9747042655944824,0.0006249999860301614,0.20041152834892273,0.9473042488098145,0.7638925313949585,0.8889897465705872,0.9235253930091858,0.9017999768257141,0.9755808115005493,0.1810564249753952,0.8763173818588257,0.46043166518211365,0.6792828440666199,0.9035294055938721
74,0.8964902758598328,0.9749046564102173,0.0006249999860301614,0.19922597706317902,0.947512686252594,0.7637020945549011,0.8869937062263489,0.923434317111969,0.885200023651123,0.9745705723762512,0.20387589931488037,0.8724794387817383,0.42032086849212646,0.6576402187347412,0.9247058629989624
75,0.8966463804244995,0.9746372103691101,0.0006249999860301614,0.2004731446504593,0.9472496509552002,0.7650463581085205,0.8888216018676758,0.9211568832397461,0.8895999789237976,0.9769644141197205,0.19563674926757812,0.8816717863082886,0.4299889802932739,0.7423580884933472,0.9176470637321472
76,0.8974922895431519,0.9748063683509827,0.0006249999860301614,0.19936445355415344,0.9472874999046326,0.7659839987754822,0.8871358036994934,0.923297643661499,0.8884000182151794,0.976747989654541,0.1968323141336441,0.8800199031829834,0.4277958869934082,0.6924643516540527,0.9270588159561157
77,0.8966203927993774,0.9749100804328918,0.0006249999860301614,0.19892247021198273,0.947623074054718,0.7635132670402527,0.890625,0.9245274662971497,0.896399974822998,0.9764217734336853,0.18343402445316315,0.878562867641449,0.44649022817611694,0.6882591247558594,0.9129411578178406
78,0.897453248500824,0.9750158786773682,0.0006249999860301614,0.19854386150836945,0.9479408860206604,0.7659976482391357,0.8915180563926697,0.9230698943138123,0.885200023651123,0.976202130317688,0.19979029893875122,0.8785740733146667,0.419978529214859,0.7127882838249207,0.9200000166893005
79,0.8973751664161682,0.9749593734741211,0.0006249999860301614,0.19908112287521362,0.9477946162223816,0.7653626799583435,0.8899393081665039,0.9241175055503845,0.8930000066757202,0.9762903451919556,0.1911126971244812,0.8764396905899048,0.4380630552768707,0.702479362487793,0.9152941107749939
80,0.8976224064826965,0.9749531149864197,0.0006249999860301614,0.1986108273267746,0.9477229118347168,0.7667171359062195,0.8889788389205933,0.9222956299781799,0.8917999863624573,0.9763354063034058,0.1951957643032074,0.875092089176178,0.4358406960964203,0.673870325088501,0.9270588159561157
81,0.8978046178817749,0.9751331806182861,0.0006249999860301614,0.1980333924293518,0.9480695724487305,0.7663971781730652,0.8903062343597412,0.9239352941513062,0.8894000053405762,0.9771462082862854,0.19981850683689117,0.8823243379592896,0.43043479323387146,0.7188160419464111,0.9317647218704224
82,0.8967114686965942,0.9746108651161194,0.0006249999860301614,0.19970522820949554,0.9470576047897339,0.7633180618286133,0.8856598138809204,0.925438404083252,0.894599974155426,0.9766713380813599,0.18701417744159698,0.8785809278488159,0.4419134259223938,0.6937119960784912,0.9129411578178406
83,0.8975573778152466,0.9748567938804626,0.0006249999860301614,0.1990850567817688,0.9475564956665039,0.7658875584602356,0.8884241580963135,0.9238442182540894,0.8889999985694885,0.9766466617584229,0.19758932292461395,0.8803643584251404,0.4285714328289032,0.7264957427978516,0.9176470637321472
84,0.8964642286300659,0.974577784538269,0.0006249999860301614,0.1996290236711502,0.9466948509216309,0.763010561466217,0.8830928206443787,0.9248918294906616,0.8902000188827515,0.9760826230049133,0.19256837666034698,0.877301812171936,0.43126386404037476,0.6945010423660278,0.9152941107749939
85,0.8983511924743652,0.9751365184783936,0.0006249999860301614,0.1979847252368927,0.9480406045913696,0.7674128413200378,0.8900737762451172,0.9243907928466797,0.8978000283241272,0.9764469265937805,0.18442437052726746,0.8773360252380371,0.44999998807907104,0.7083333134651184,0.910588264465332
86,0.8976874947547913,0.9747614860534668,0.0006249999860301614,0.1995272934436798,0.9475691318511963,0.7667007446289062,0.8890236616134644,0.9226599931716919,0.8960000276565552,0.9766944646835327,0.1867600977420807,0.8786724805831909,0.4457142949104309,0.6813627481460571,0.9176470637321472
87,0.8970108032226562,0.9752485752105713,0.0006249999860301614,0.19720837473869324,0.9482914209365845,0.7649145126342773,0.8928788304328918,0.923297643661499,0.900600016117096,0.9767211079597473,0.18326736986637115,0.8790239095687866,0.4569377899169922,0.7264957427978516,0.8988234996795654
88,0.8963600993156433,0.9745413661003113,0.0006249999860301614,0.19942399859428406,0.9467886686325073,0.7636329531669617,0.8840557932853699,0.9229332804679871,0.8960000276565552,0.9761070013046265,0.18578577041625977,0.8775798678398132,0.4450867176055908,0.6924643516540527,0.9058823585510254
89,0.8972840905189514,0.9749930500984192,0.0006249999860301614,0.19837740063667297,0.9478958249092102,0.7651806473731995,0.8914410471916199,0.9240719676017761,0.8838000297546387,0.9765057563781738,0.2003500908613205,0.8781498074531555,0.41719746589660645,0.7066115736961365,0.9247058629989624
90,0.896425187587738,0.9749942421913147,0.0006249999860301614,0.1985291987657547,0.9479150772094727,0.7634193897247314,0.8923787474632263,0.9237531423568726,0.8899999856948853,0.9759625196456909,0.20702967047691345,0.87288498878479,0.4313940703868866,0.6732283234596252,0.9247058629989624
91,0.8977004885673523,0.9748615622520447,0.0006249999860301614,0.19880205392837524,0.9476523399353027,0.766749918460846,0.8899129033088684,0.9226144552230835,0.8934000134468079,0.9768925905227661,0.18860018253326416,0.879539430141449,0.43932583928108215,0.7043120861053467,0.9200000166893005
92,0.896099865436554,0.9748085737228394,0.0006249999860301614,0.19856290519237518,0.9471800327301025,0.7622677087783813,0.8872339129447937,0.9247551560401917,0.8925999999046326,0.9766274094581604,0.18948887288570404,0.878468930721283,0.4369369447231293,0.6827309131622314,0.9129411578178406
93,0.8974402546882629,0.9749925136566162,0.0006249999860301614,0.19843104481697083,0.9478653073310852,0.7653269171714783,0.892072856426239,0.9245274662971497,0.8916000127792358,0.976875901222229,0.19356819987297058,0.8800237774848938,0.4353591203689575,0.6952965259552002,0.9270588159561157
94,0.898741602897644,0.9755438566207886,0.0003124999930150807,0.19603638350963593,0.9488849639892578,0.7673532366752625,0.8898411989212036,0.9264860153198242,0.8931999802589417,0.9768378138542175,0.1907893717288971,0.8789502382278442,0.4385569393634796,0.7215189933776855,0.9152941107749939
95,0.8974922895431519,0.975458025932312,0.0003124999930150807,0.196013942360878,0.9488285779953003,0.766144871711731,0.8920506238937378,0.9229332804679871,0.8962000012397766,0.9758495092391968,0.1866411566734314,0.876304030418396,0.44597700238227844,0.6967213153839111,0.9129411578178406
96,0.8974922895431519,0.9749592542648315,0.0003124999930150807,0.19800136983394623,0.9477711319923401,0.7659638524055481,0.8874068856239319,0.9233431816101074,0.8921999931335449,0.9763479828834534,0.1897190660238266,0.8779723048210144,0.4359550476074219,0.702479362487793,0.9129411578178406
97,0.8973751664161682,0.9753696322441101,0.0003124999930150807,0.19610582292079926,0.948534369468689,0.7655229568481445,0.8916510343551636,0.9237531423568726,0.8999999761581421,0.9760303497314453,0.1816728562116623,0.8779125809669495,0.4560375213623047,0.6902834177017212,0.9152941107749939
98,0.8986765146255493,0.9754887223243713,0.0003124999930150807,0.1961185187101364,0.9488811492919922,0.7683014869689941,0.8922695517539978,0.9240264296531677,0.8956000208854675,0.9760969877243042,0.18783488869667053,0.8769528865814209,0.4444444477558136,0.6841046214103699,0.9129411578178406
99,0.8988196849822998,0.9754765629768372,0.0003124999930150807,0.1960335075855255,0.9490116834640503,0.7684385776519775,0.8923777937889099,0.9244363307952881,0.8939999938011169,0.9759390950202942,0.19025622308254242,0.876908540725708,0.4406779706478119,0.6854838728904724,0.9176470637321472
