accuracy,loss,recall,val_accuracy,val_loss,val_recall,learning_rate
0.8987367749214172,0.21558427810668945,0.9284289479255676,0.9033668637275696,0.20458351075649261,0.9379099011421204,0.0006249999860301614
0.9001373052597046,0.21200890839099884,0.9292487502098083,0.9030389189720154,0.19938848912715912,0.9348491430282593,0.0003124999930150807
0.8998777270317078,0.21081852912902832,0.9305331707000732,0.9028202891349792,0.2005671262741089,0.9403148293495178,0.0003124999930150807
0.8995839357376099,0.209624245762825,0.9288798570632935,0.9034761786460876,0.1990300714969635,0.9339746236801147,0.0003124999930150807
0.9000621438026428,0.2098315805196762,0.9289345145225525,0.9036948084831238,0.19955360889434814,0.9346305131912231,0.0003124999930150807
0.900444746017456,0.20958052575588226,0.9296450018882751,0.9027109742164612,0.19756165146827698,0.9333187341690063,0.0003124999930150807
0.9000553488731384,0.20875199139118195,0.9300002455711365,0.9045693278312683,0.1981533318758011,0.9422824382781982,0.0003124999930150807
0.8991056680679321,0.20902828872203827,0.9293580651283264,0.9045693278312683,0.19784262776374817,0.9418452382087708,0.0003124999930150807
0.9001168012619019,0.20881260931491852,0.9295356869697571,0.9022737145423889,0.19911852478981018,0.9324442744255066,0.0003124999930150807
0.9001305103302002,0.20850226283073425,0.9292761087417603,0.9033668637275696,0.19702653586864471,0.9322256445884705,0.0003124999930150807
0.8999050259590149,0.20788410305976868,0.9306014776229858,0.9030389189720154,0.19703073799610138,0.9396589398384094,0.0003124999930150807
0.8999938368797302,0.20844122767448425,0.929617702960968,0.9048972725868225,0.19721433520317078,0.9359422922134399,0.0003124999930150807
0.8999801874160767,0.20810751616954803,0.9304785132408142,0.9039134383201599,0.1968507170677185,0.9431569576263428,0.0003124999930150807
0.899611234664917,0.20760993659496307,0.9284425973892212,0.9035854935646057,0.1966298520565033,0.9418452382087708,0.0003124999930150807
0.9001646637916565,0.20767703652381897,0.9284562468528748,0.9033668637275696,0.1963539868593216,0.934411883354187,0.0003124999930150807
0.9005882143974304,0.20849277079105377,0.9298363327980042,0.9039134383201599,0.1959165334701538,0.9427196979522705,0.0003124999930150807
0.9000758528709412,0.20730550587177277,0.9271855354309082,0.9042413830757141,0.19653764367103577,0.9350677728652954,0.0003124999930150807
0.8996454477310181,0.20743612945079803,0.9289208054542542,0.9042413830757141,0.19601541757583618,0.939003050327301,0.0003124999930150807
0.8999255299568176,0.20714247226715088,0.930205225944519,0.9035854935646057,0.19756007194519043,0.9359422922134399,0.0003124999930150807
0.8997205495834351,0.20730264484882355,0.9304102063179016,0.9034761786460876,0.1973375529050827,0.9416266083717346,0.0003124999930150807
0.8991808295249939,0.2080106884241104,0.9283332824707031,0.9034761786460876,0.19611835479736328,0.9385657906532288,0.0003124999930150807
0.9013124108314514,0.20595334470272064,0.9302462339401245,0.9033668637275696,0.196600079536438,0.9306952357292175,0.00015624999650754035
0.9007590413093567,0.20556263625621796,0.9306288361549377,0.9052251577377319,0.19610771536827087,0.9363795518875122,0.00015624999650754035
0.9016676545143127,0.2041664570569992,0.9288251996040344,0.904022753238678,0.19663777947425842,0.9276344776153564,0.00015624999650754035
0.9004174470901489,0.20443497598171234,0.9301095604896545,0.9030389189720154,0.19584715366363525,0.9313511252403259,0.00015624999650754035
