accuracy,loss,recall,val_accuracy,val_loss,val_recall,learning_rate
0.8796278238296509,0.2966732978820801,0.9008826613426208,0.89484041929245,0.2483152151107788,0.9569304585456848,0.004999999888241291
0.8857423663139343,0.27017742395401,0.9144508242607117,0.8974639177322388,0.24090902507305145,0.9379099011421204,0.004999999888241291
0.887423038482666,0.26660409569740295,0.9148607850074768,0.8965893983840942,0.2430713027715683,0.9038041234016418,0.004999999888241291
0.886432409286499,0.2668498158454895,0.9151613712310791,0.8935286402702332,0.25086289644241333,0.9639265537261963,0.004999999888241291
0.8875118494033813,0.26499271392822266,0.9154893159866333,0.897901177406311,0.24290348589420319,0.9556187391281128,0.004999999888241291
0.8881745934486389,0.2654350996017456,0.9190418720245361,0.8986663818359375,0.23493896424770355,0.9558373689651489,0.004999999888241291
0.888147234916687,0.26333996653556824,0.918345034122467,0.8989943265914917,0.23570995032787323,0.9383471608161926,0.004999999888241291
0.8882223963737488,0.26344433426856995,0.9179624319076538,0.899431586265564,0.23937956988811493,0.9339746236801147,0.004999999888241291
0.8884341716766357,0.2649996876716614,0.9197114109992981,0.8983384370803833,0.23957958817481995,0.9062089920043945,0.004999999888241291
0.8875323534011841,0.26441702246665955,0.9191375374794006,0.8993222713470459,0.23675045371055603,0.9304766058921814,0.004999999888241291
0.8877509832382202,0.26406335830688477,0.9195611476898193,0.8982291221618652,0.24436910450458527,0.9453432559967041,0.004999999888241291
0.8918296694755554,0.2470027208328247,0.9235782623291016,0.8999781608581543,0.22367431223392487,0.9352864027023315,0.0024999999441206455
0.8922327756881714,0.24347521364688873,0.923564612865448,0.900743305683136,0.21979789435863495,0.9446873664855957,0.0024999999441206455
0.8914607167243958,0.24331840872764587,0.9229497313499451,0.8989943265914917,0.22825491428375244,0.9243550300598145,0.0024999999441206455
0.8915905356407166,0.24384301900863647,0.920326292514801,0.8992129564285278,0.22363203763961792,0.9361609220504761,0.0024999999441206455
0.8930320739746094,0.243296816945076,0.9232366681098938,0.902383029460907,0.22650548815727234,0.9516834020614624,0.0024999999441206455
0.8915290832519531,0.2422812581062317,0.9224032163619995,0.9005246758460999,0.22687360644340515,0.9490599036216736,0.0024999999441206455
0.892109751701355,0.24179714918136597,0.9227994680404663,0.9010712504386902,0.22214727103710175,0.943594217300415,0.0024999999441206455
0.8947674036026001,0.23202230036258698,0.9266936182975769,0.9013991951942444,0.21578417718410492,0.9302579760551453,0.0012499999720603228
0.8960928320884705,0.22822436690330505,0.9269805550575256,0.9021643996238708,0.21332597732543945,0.9365981817245483,0.0012499999720603228
0.8958536982536316,0.2281578928232193,0.9260377883911133,0.9029296040534973,0.20848000049591064,0.9488412737846375,0.0012499999720603228
0.8961816430091858,0.22700254619121552,0.9284836053848267,0.900852620601654,0.2129339724779129,0.9357236623764038,0.0012499999720603228
0.8957102298736572,0.228141188621521,0.9274997711181641,0.9016178250312805,0.21044431626796722,0.9403148293495178,0.0012499999720603228
0.8962772488594055,0.22722360491752625,0.9261607527732849,0.9022737145423889,0.2143688201904297,0.9505903124809265,0.0012499999720603228
0.8962704539299011,0.22721588611602783,0.9284698963165283,0.902492344379425,0.20871561765670776,0.9455618858337402,0.0012499999720603228
0.8956145644187927,0.22696718573570251,0.9261060953140259,0.9034761786460876,0.21169912815093994,0.9501530528068542,0.0012499999720603228
0.8984293341636658,0.2206324338912964,0.92937171459198,0.9033668637275696,0.2048608511686325,0.9475294947624207,0.0006249999860301614
0.8980945944786072,0.2184526026248932,0.9272401928901672,0.9027109742164612,0.2074243426322937,0.9348491430282593,0.0006249999860301614
0.8974728584289551,0.2172577828168869,0.9291804432868958,0.9033668637275696,0.2035427689552307,0.9425010681152344,0.0006249999860301614
0.8988733887672424,0.21691380441188812,0.929672360420227,0.9038041234016418,0.206864133477211,0.9519020318984985,0.0006249999860301614
0.8982175588607788,0.21692690253257751,0.930232584476471,0.9030389189720154,0.2028227150440216,0.948185384273529,0.0006249999860301614
0.8976573348045349,0.21633875370025635,0.9277867078781128,0.9034761786460876,0.20521369576454163,0.9503716826438904,0.0006249999860301614
0.8983815312385559,0.2161063849925995,0.9274588227272034,0.9031482338905334,0.20257197320461273,0.9385657906532288,0.0006249999860301614
0.8981013894081116,0.21618972718715668,0.9285929203033447,0.902383029460907,0.2035353034734726,0.940533459186554,0.0006249999860301614
0.8979101181030273,0.2162216454744339,0.9270079135894775,0.9031482338905334,0.20361454784870148,0.9350677728652954,0.0006249999860301614
0.8996796011924744,0.21574045717716217,0.9267756342887878,0.9034761786460876,0.2034090757369995,0.9357236623764038,0.0006249999860301614
0.8983200192451477,0.21519052982330322,0.9282376170158386,0.9034761786460876,0.20112575590610504,0.9433755874633789,0.0006249999860301614
0.8986479640007019,0.21554657816886902,0.92937171459198,0.902383029460907,0.2016206681728363,0.9416266083717346,0.0006249999860301614
0.8988733887672424,0.21528586745262146,0.9286065697669983,0.9031482338905334,0.20327211916446686,0.9525579214096069,0.0006249999860301614
0.898408830165863,0.21516771614551544,0.9274997711181641,0.904132068157196,0.20159634947776794,0.9407520890235901,0.0006249999860301614
0.8984293341636658,0.21523170173168182,0.9304102063179016,0.904022753238678,0.20121389627456665,0.9470922350883484,0.0006249999860301614
