epoch,accuracy,learning_rate,loss,recall,val_accuracy,val_loss,val_recall
0,0.8830437660217285,0.0010000000474974513,0.3694971203804016,0.9138222932815552,0.8957149386405945,0.2622651159763336,0.9586794972419739
1,0.8968511819839478,0.0010000000474974513,0.25067317485809326,0.9186456203460693,0.8970266580581665,0.2268199771642685,0.9473108649253845
2,0.8979647755622864,0.0010000000474974513,0.2331821769475937,0.9154756665229797,0.9033668637275696,0.20927590131759644,0.9359422922134399
3,0.8980945944786072,0.0010000000474974513,0.22804303467273712,0.912961483001709,0.8998688459396362,0.21870750188827515,0.9331001043319702
4,0.8987026214599609,0.0010000000474974513,0.22500641644001007,0.9151203632354736,0.9004154205322266,0.21237845718860626,0.945124626159668
5,0.8984361886978149,0.0010000000474974513,0.22203809022903442,0.9118956923484802,0.9042413830757141,0.21028849482536316,0.934411883354187
6,0.8995087742805481,0.0010000000474974513,0.22134898602962494,0.9117317795753479,0.902383029460907,0.20284882187843323,0.9241364002227783
7,0.8996385931968689,0.0010000000474974513,0.22127389907836914,0.9133713841438293,0.9030389189720154,0.21008706092834473,0.9341932535171509
8,0.8996385931968689,0.0010000000474974513,0.21874406933784485,0.9151067137718201,0.9033668637275696,0.20906086266040802,0.9477481245994568
9,0.9007863402366638,0.0010000000474974513,0.2182054966688156,0.914218544960022,0.9019457697868347,0.20406197011470795,0.9121119379997253
10,0.8995839357376099,0.0010000000474974513,0.21881768107414246,0.9127565622329712,0.9034761786460876,0.20627732574939728,0.9219501614570618
11,0.8997889161109924,0.0010000000474974513,0.21695572137832642,0.913740336894989,0.9028202891349792,0.20363527536392212,0.9051158428192139
12,0.9025558233261108,0.0005000000237487257,0.2089781016111374,0.9167190194129944,0.9048972725868225,0.1975570172071457,0.9239177703857422
13,0.9026582837104797,0.0005000000237487257,0.20758318901062012,0.9160221815109253,0.9048972725868225,0.19864462316036224,0.9383471608161926
14,0.9032936692237854,0.0005000000237487257,0.20593661069869995,0.9184679985046387,0.9051158428192139,0.19761765003204346,0.9309138655662537
15,0.9031843543052673,0.0005000000237487257,0.2046903520822525,0.9181127548217773,0.904022753238678,0.19468490779399872,0.9306952357292175
16,0.9037787318229675,0.0005000000237487257,0.20476309955120087,0.9179897904396057,0.9039134383201599,0.1941729635000229,0.9285089373588562
17,0.9034098386764526,0.0005000000237487257,0.20476196706295013,0.9181947112083435,0.9055531024932861,0.19669084250926971,0.9337559938430786
18,0.9027539491653442,0.0005000000237487257,0.20462752878665924,0.9167736768722534,0.9033668637275696,0.19537794589996338,0.9359422922134399
19,0.9027402997016907,0.0005000000237487257,0.2040625512599945,0.9121416807174683,0.9047879576683044,0.19473978877067566,0.9243550300598145
20,0.9029657244682312,0.0005000000237487257,0.20400215685367584,0.9153253436088562,0.904022753238678,0.19367215037345886,0.9372540712356567
21,0.9035328030586243,0.0005000000237487257,0.20367105305194855,0.9176345467567444,0.9057717323303223,0.19367001950740814,0.9348491430282593
22,0.9029725790023804,0.0005000000237487257,0.2029779553413391,0.9155576229095459,0.9064276218414307,0.19427490234375,0.9317883849143982
23,0.9034234881401062,0.0005000000237487257,0.2038893699645996,0.9136446714401245,0.9035854935646057,0.19460779428482056,0.9219501614570618
24,0.9036899209022522,0.0005000000237487257,0.20348809659481049,0.9160358309745789,0.9033668637275696,0.1944817155599594,0.9324442744255066
25,0.9035396575927734,0.0005000000237487257,0.2022905945777893,0.915666937828064,0.9056624174118042,0.1932794153690338,0.9315697550773621
26,0.9041613340377808,0.0005000000237487257,0.20163698494434357,0.9173475503921509,0.9056624174118042,0.19417233765125275,0.934411883354187
27,0.9039085507392883,0.0005000000237487257,0.20227445662021637,0.9154210090637207,0.9064276218414307,0.1927717924118042,0.9245736598968506
28,0.9033551812171936,0.0005000000237487257,0.20253325998783112,0.912428617477417,0.9064276218414307,0.19549719989299774,0.9215129017829895
29,0.9040520191192627,0.0005000000237487257,0.20154953002929688,0.9135080575942993,0.9027109742164612,0.19336345791816711,0.9285089373588562
30,0.9041749835014343,0.0005000000237487257,0.20196887850761414,0.9117317795753479,0.9059903621673584,0.19421149790287018,0.9247922897338867
