epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
10,0.8880704641342163,0.9699207544326782,0.005493934266269207,0.24416875839233398,0.7510905265808105,0.9097244143486023,0.8822000026702881,0.9748685359954834,0.23271863162517548,0.4135020971298218,0.9223529696464539
11,0.8880965113639832,0.9698522686958313,0.005493934266269207,0.24378949403762817,0.7516012191772461,0.9086312651634216,0.9049999713897705,0.974538266658783,0.20643849670886993,0.4695121943950653,0.9058823585510254
12,0.8882656693458557,0.9700392484664917,0.005493934266269207,0.2421196848154068,0.7518366575241089,0.90895015001297,0.920199990272522,0.9744231104850769,0.19176828861236572,0.5182584524154663,0.8682352900505066
13,0.8900745511054993,0.9703351259231567,0.005493934266269207,0.24065528810024261,0.7554463148117065,0.9097700119018555,0.8894000053405762,0.9747548699378967,0.22913984954357147,0.429824560880661,0.9223529696464539
14,0.8903868794441223,0.970530092716217,0.005493934266269207,0.2402215152978897,0.7560938596725464,0.9098610877990723,0.9136000275611877,0.9767522215843201,0.18891432881355286,0.49543675780296326,0.8941176533699036
15,0.8896321058273315,0.9700392484664917,0.005493934266269207,0.24278487265110016,0.7538815140724182,0.9111819863319397,0.9344000220298767,0.97381991147995,0.1725534051656723,0.5786061882972717,0.8399999737739563
16,0.8897622227668762,0.9702733755111694,0.005493934266269207,0.2408614456653595,0.7558827996253967,0.9071282148361206,0.871399998664856,0.9758874773979187,0.250004380941391,0.3929273188114166,0.9411764740943909
17,0.890152633190155,0.9704799056053162,0.005493934266269207,0.24042314291000366,0.7551544308662415,0.9108631014823914,0.8748000264167786,0.97601318359375,0.2367578148841858,0.39899498224258423,0.9341176748275757
18,0.8892546892166138,0.9703293442726135,0.005493934266269207,0.2400570660829544,0.7525831460952759,0.9123206734657288,0.8769999742507935,0.9754393696784973,0.23901298642158508,0.40345528721809387,0.9341176748275757
19,0.8896581530570984,0.9702779650688171,0.005493934266269207,0.24037545919418335,0.755246639251709,0.9080846905708313,0.8622000217437744,0.9755035042762756,0.25857940316200256,0.37709498405456543,0.9529411792755127
20,0.8905560970306396,0.9706571698188782,0.005493934266269207,0.23869284987449646,0.755710780620575,0.9116374254226685,0.9071999788284302,0.9768725037574768,0.20054279267787933,0.47607362270355225,0.9129411578178406
21,0.8903478384017944,0.9706307053565979,0.005493934266269207,0.23915092647075653,0.7562795877456665,0.9092234373092651,0.8611999750137329,0.9760143756866455,0.25952234864234924,0.37418147921562195,0.9411764740943909
22,0.8889293670654297,0.9706525802612305,0.005493934266269207,0.23830826580524445,0.7527878284454346,0.9101343750953674,0.9067999720573425,0.975138247013092,0.1938137710094452,0.47408345341682434,0.8823529481887817
23,0.8893718123435974,0.9705232381820679,0.005493934266269207,0.2388964146375656,0.7525339722633362,0.9130493998527527,0.895799994468689,0.9762983322143555,0.2178020477294922,0.44508010149002075,0.9152941107749939
24,0.8910505771636963,0.9707685708999634,0.005493934266269207,0.23783360421657562,0.7568354606628418,0.9115463495254517,0.8894000053405762,0.9767460823059082,0.2143816202878952,0.4301310181617737,0.9270588159561157
25,0.8907122611999512,0.9706301689147949,0.005493934266269207,0.23816204071044922,0.7554550766944885,0.9130493998527527,0.8799999952316284,0.976226270198822,0.227410688996315,0.409326434135437,0.929411768913269
26,0.8915711045265198,0.9709396958351135,0.005493934266269207,0.23722140491008759,0.757982075214386,0.9115463495254517,0.8763999938964844,0.9760390520095825,0.22994448244571686,0.40203046798706055,0.9317647218704224
27,0.8893978595733643,0.9703876376152039,0.005493934266269207,0.2387639433145523,0.7546748518943787,0.9080846905708313,0.8809999823570251,0.9748328924179077,0.23552700877189636,0.4112734794616699,0.9270588159561157
28,0.8897622227668762,0.970314621925354,0.005493934266269207,0.23885135352611542,0.7546072602272034,0.9101343750953674,0.9043999910354614,0.9765456914901733,0.203596293926239,0.4677222967147827,0.9035294055938721
29,0.8912197351455688,0.9710177183151245,0.005493934266269207,0.2365894913673401,0.7571687698364258,0.9116374254226685,0.9106000065803528,0.974337637424469,0.20054271817207336,0.48578810691833496,0.8847059011459351
30,0.8907382488250732,0.9708827137947083,0.005493934266269207,0.23668788373470306,0.7569452524185181,0.9096788763999939,0.9190000295639038,0.9778149127960205,0.1863916516304016,0.5134408473968506,0.8988234996795654
31,0.8896971940994263,0.9701359272003174,0.005493934266269207,0.23874923586845398,0.7546570897102356,0.9096788763999939,0.9061999917030334,0.9772980809211731,0.19774660468101501,0.47310513257980347,0.910588264465332
32,0.8909074068069458,0.9710733890533447,0.005493934266269207,0.23601587116718292,0.7567342519760132,0.9110453128814697,0.8744000196456909,0.9747399687767029,0.24830693006515503,0.397989958524704,0.9317647218704224
33,0.890139639377594,0.9708410501480103,0.005493934266269207,0.23674282431602478,0.7553187608718872,0.9104076623916626,0.8830000162124634,0.976741373538971,0.22080780565738678,0.4159663915634155,0.9317647218704224
34,0.8882787227630615,0.9700956344604492,0.005493934266269207,0.2387325018644333,0.7510138154029846,0.9109997749328613,0.885200023651123,0.9764245748519897,0.22654396295547485,0.42049092054367065,0.9270588159561157
35,0.8913499116897583,0.9708611965179443,0.005493934266269207,0.237406924366951,0.7573384642601013,0.9119107127189636,0.9142000079154968,0.9762288331985474,0.18925319612026215,0.49732619524002075,0.8752940893173218
36,0.8910896182060242,0.9709100723266602,0.005493934266269207,0.23648245632648468,0.7573301196098328,0.9105898141860962,0.9129999876022339,0.9763957858085632,0.19003276526927948,0.49352332949638367,0.8964706063270569
37,0.8893588185310364,0.9706584215164185,0.005493934266269207,0.23885376751422882,0.7543965578079224,0.9085401892662048,0.8744000196456909,0.9752057790756226,0.2433968484401703,0.39839839935302734,0.9364705681800842
38,0.8899964690208435,0.9705727696418762,0.005493934266269207,0.23687157034873962,0.7548893690109253,0.9106809496879578,0.8772000074386597,0.9769632816314697,0.22735929489135742,0.40406090021133423,0.9364705681800842
39,0.8888773322105408,0.9704908728599548,0.005493934266269207,0.23782600462436676,0.752446174621582,0.9106809496879578,0.8715999722480774,0.9744728803634644,0.23580649495124817,0.3931034505367279,0.9388235211372375
40,0.8904780149459839,0.9706074595451355,0.005493934266269207,0.2375241219997406,0.7555203437805176,0.9116829633712769,0.9079999923706055,0.9760961532592773,0.1970147341489792,0.47836834192276,0.910588264465332
41,0.890451967716217,0.9706598520278931,0.005493934266269207,0.23683255910873413,0.7551358938217163,0.912457287311554,0.9038000106811523,0.9760341644287109,0.19900798797607422,0.4661835730075836,0.9082353115081787
42,0.8901916742324829,0.9708681106567383,0.005493934266269207,0.23607103526592255,0.7548742294311523,0.91172856092453,0.8748000264167786,0.9745787978172302,0.23641306161880493,0.3979695439338684,0.9223529696464539
43,0.890139639377594,0.9709064364433289,0.005493934266269207,0.2371630072593689,0.7558602094650269,0.9091323018074036,0.8708000183105469,0.9768984913825989,0.23465895652770996,0.39198437333106995,0.9435294270515442
44,0.8912718296051025,0.9710041880607605,0.005493934266269207,0.2364627569913864,0.7567976117134094,0.9127761125564575,0.930400013923645,0.976026713848114,0.16974860429763794,0.5600624084472656,0.8447058796882629
45,0.8914539813995361,0.9706615209579468,0.005493934266269207,0.23667816817760468,0.7575872540473938,0.9118651747703552,0.8686000108718872,0.9762728214263916,0.24109448492527008,0.38737863302230835,0.9388235211372375
46,0.8902697563171387,0.9708676934242249,0.005493934266269207,0.2366092950105667,0.756127119064331,0.909177839756012,0.8934000134468079,0.9766117334365845,0.21567128598690033,0.43932583928108215,0.9200000166893005
47,0.8902828097343445,0.9707385301589966,0.005493934266269207,0.2366100549697876,0.7561169862747192,0.9092689752578735,0.88919997215271,0.9765427112579346,0.22017472982406616,0.4293537735939026,0.9223529696464539
48,0.889462947845459,0.9708191752433777,0.005493934266269207,0.23565922677516937,0.7538183331489563,0.910453200340271,0.859000027179718,0.9757254123687744,0.26693788170814514,0.37060996890068054,0.9435294270515442
49,0.8903608918190002,0.9704869985580444,0.005493934266269207,0.23689095675945282,0.754552960395813,0.9133682250976562,0.8790000081062317,0.977262020111084,0.22646421194076538,0.40721648931503296,0.929411768913269
50,0.8902958035469055,0.9704625010490417,0.005493934266269207,0.23719729483127594,0.7560874223709106,0.9094055891036987,0.8700000047683716,0.9770234823226929,0.24327270686626434,0.39151397347450256,0.955294132232666
51,0.8888903260231018,0.9704553484916687,0.005493934266269207,0.23755840957164764,0.7525695562362671,0.910453200340271,0.883400022983551,0.9771291017532349,0.2205614447593689,0.41684210300445557,0.9317647218704224
52,0.889462947845459,0.9706205129623413,0.005493934266269207,0.23677800595760345,0.7542977929115295,0.9093145132064819,0.9056000113487244,0.9761442542076111,0.19405166804790497,0.4713064730167389,0.9082353115081787
53,0.8902958035469055,0.9703606367111206,0.005493934266269207,0.23864489793777466,0.7546601295471191,0.9127761125564575,0.9106000065803528,0.9769766330718994,0.1912066787481308,0.48614609241485596,0.9082353115081787
54,0.8906341791152954,0.9709511399269104,0.005493934266269207,0.23585720360279083,0.7560560703277588,0.9112275242805481,0.8744000196456909,0.9737725257873535,0.24452722072601318,0.397989958524704,0.9317647218704224
55,0.8904910087585449,0.9707284569740295,0.005493934266269207,0.23653461039066315,0.7551443576812744,0.9126394987106323,0.881600022315979,0.9751825928688049,0.23048466444015503,0.41274815797805786,0.929411768913269
56,0.8892416954040527,0.9705908298492432,0.005493934266269207,0.23710693418979645,0.753106415271759,0.9109997749328613,0.8799999952316284,0.9763104915618896,0.227861225605011,0.4098867177963257,0.9364705681800842
57,0.890438973903656,0.9707444906234741,0.005493934266269207,0.23707805573940277,0.7558016180992126,0.910817563533783,0.8802000284194946,0.9765069484710693,0.24384772777557373,0.4103092849254608,0.9364705681800842
58,0.8889163732528687,0.9707407355308533,0.005493934266269207,0.23662512004375458,0.753217339515686,0.9090412259101868,0.8745999932289124,0.9756636023521423,0.2358497828245163,0.39960238337516785,0.9458823800086975
59,0.8901135921478271,0.9708170294761658,0.005493934266269207,0.23640693724155426,0.7546842694282532,0.9117740988731384,0.8873999714851379,0.9753134846687317,0.22505798935890198,0.4256465435028076,0.929411768913269
60,0.8898533582687378,0.9703588485717773,0.005493934266269207,0.2388274371623993,0.7555210590362549,0.908449113368988,0.8521999716758728,0.977314293384552,0.25405752658843994,0.3617957830429077,0.9670588374137878
61,0.8899053931236267,0.9704721570014954,0.005493934266269207,0.23773078620433807,0.7544593811035156,0.9112275242805481,0.896399974822998,0.9764695167541504,0.21712951362133026,0.4469783306121826,0.9223529696464539
62,0.8894239068031311,0.9704388380050659,0.005493934266269207,0.2370728999376297,0.7532746195793152,0.9115463495254517,0.875,0.9765095710754395,0.22970300912857056,0.4001995921134949,0.9435294270515442
63,0.8904649615287781,0.9706601500511169,0.005493934266269207,0.23725661635398865,0.7555304169654846,0.9115918874740601,0.9146000146865845,0.977171003818512,0.18953615427017212,0.49867725372314453,0.8870587944984436
64,0.8913758993148804,0.9707220196723938,0.005493934266269207,0.2364448606967926,0.7577663064002991,0.9110453128814697,0.8870000243186951,0.9761612415313721,0.22516338527202606,0.42456895112991333,0.9270588159561157
65,0.8894369006156921,0.9707481861114502,0.005493934266269207,0.23648525774478912,0.7537997364997864,0.9103621244430542,0.8694000244140625,0.9756006598472595,0.24376310408115387,0.38932037353515625,0.9435294270515442
66,0.8896581530570984,0.9705013632774353,0.005493934266269207,0.23677709698677063,0.7537088394165039,0.91172856092453,0.8859999775886536,0.9773764610290527,0.21732328832149506,0.42279019951820374,0.9341176748275757
67,0.8904259204864502,0.9707909226417542,0.005493934266269207,0.23641853034496307,0.7555220127105713,0.9114096760749817,0.878600001335144,0.9759891033172607,0.2393336147069931,0.4063785970211029,0.929411768913269
68,0.8898923993110657,0.9704048037528992,0.005493934266269207,0.23811538517475128,0.7545653581619263,0.9109086990356445,0.864799976348877,0.9767550826072693,0.2463739812374115,0.3819379210472107,0.955294132232666
69,0.8896060585975647,0.9709609150886536,0.005493934266269207,0.23576973378658295,0.7540352940559387,0.9106809496879578,0.8709999918937683,0.9757842421531677,0.23218725621700287,0.3919450044631958,0.9388235211372375
70,0.8892677426338196,0.9706680178642273,0.005493934266269207,0.23677165806293488,0.7537172436714172,0.9096788763999939,0.8766000270843506,0.9769123792648315,0.23917199671268463,0.40361446142196655,0.9458823800086975
71,0.890816330909729,0.9710397124290466,0.005493934266269207,0.23614351451396942,0.7557214498519897,0.9129583239555359,0.9043999910354614,0.977131187915802,0.20007795095443726,0.4680337607860565,0.9129411578178406
72,0.8902567625045776,0.9705999493598938,0.005493934266269207,0.23644669353961945,0.7552669048309326,0.9111363887786865,0.8838000297546387,0.9769259691238403,0.22450578212738037,0.4173728823661804,0.9270588159561157
73,0.8890594840049744,0.9704502820968628,0.005493934266269207,0.23787033557891846,0.7534918785095215,0.9091323018074036,0.8808000087738037,0.9767025113105774,0.2286611646413803,0.41158220171928406,0.9364705681800842
74,0.8897492289543152,0.9706072211265564,0.005493934266269207,0.23709134757518768,0.7541181445121765,0.9112275242805481,0.8826000094413757,0.976650595664978,0.22283576428890228,0.4150943458080292,0.9317647218704224
75,0.889488935470581,0.9707704186439514,0.005493934266269207,0.2369094341993332,0.7531304955482483,0.9122295379638672,0.8745999932289124,0.9746260643005371,0.2559584677219391,0.3987976014614105,0.9364705681800842
76,0.8903868794441223,0.9706820249557495,0.005493934266269207,0.2361212819814682,0.7550512552261353,0.9123206734657288,0.9083999991416931,0.9755584597587585,0.19004690647125244,0.47914034128189087,0.8917647004127502
77,0.8897622227668762,0.9707362651824951,0.005493934266269207,0.2356806993484497,0.7536875605583191,0.9123206734657288,0.870199978351593,0.9751436710357666,0.23797570168972015,0.3910505771636963,0.9458823800086975
78,0.889462947845459,0.9708213210105896,0.005493934266269207,0.23667657375335693,0.7540866136550903,0.9098155498504639,0.8948000073432922,0.9773392677307129,0.21190159022808075,0.44319459795951843,0.9270588159561157
79,0.8901135921478271,0.9708166718482971,0.005493934266269207,0.23590698838233948,0.7549533843994141,0.9111363887786865,0.8772000074386597,0.9754069447517395,0.23241353034973145,0.4046417772769928,0.9435294270515442
80,0.889176607131958,0.9707722067832947,0.005493934266269207,0.2362765073776245,0.7518270015716553,0.913732647895813,0.8826000094413757,0.9767781496047974,0.22522038221359253,0.4154488444328308,0.9364705681800842
81,0.8902047276496887,0.9708829522132874,0.005493934266269207,0.2363041341304779,0.7557127475738525,0.9098155498504639,0.88919997215271,0.9767433404922485,0.21567800641059875,0.42966192960739136,0.9270588159561157
82,0.8902828097343445,0.9706143736839294,0.005493934266269207,0.23707301914691925,0.7549004554748535,0.9121384620666504,0.897599995136261,0.9766285419464111,0.2098812460899353,0.4499424695968628,0.9200000166893005
83,0.8905170559883118,0.9711278676986694,0.005493934266269207,0.2348651885986328,0.7557217478752136,0.9114096760749817,0.9128000140190125,0.9762299656867981,0.1925371289253235,0.49292150139808655,0.9011764526367188
84,0.8902567625045776,0.9708424210548401,0.005493934266269207,0.2360864132642746,0.7549012303352356,0.9120018482208252,0.8827999830245972,0.9768568873405457,0.22673042118549347,0.4142704904079437,0.9152941107749939
85,0.8894369006156921,0.9709010124206543,0.005493934266269207,0.23585902154445648,0.7536275386810303,0.9107720255851746,0.890999972820282,0.9763829112052917,0.21368397772312164,0.4334811568260193,0.9200000166893005
86,0.8913629055023193,0.9708507657051086,0.005493934266269207,0.23665735125541687,0.7570365071296692,0.9126850366592407,0.8646000027656555,0.976869523525238,0.25151950120925903,0.3813559412956238,0.9529411792755127
87,0.8906732201576233,0.9705573916435242,0.005493934266269207,0.23738804459571838,0.7563355565071106,0.9107720255851746,0.8582000136375427,0.975231409072876,0.26723912358283997,0.3697247803211212,0.948235273361206
88,0.888799250125885,0.9706982374191284,0.005493934266269207,0.23678062856197357,0.7525043487548828,0.9101343750953674,0.8960000276565552,0.9766586422920227,0.20747092366218567,0.4459613263607025,0.9223529696464539
89,0.8902177214622498,0.9708954095840454,0.005493934266269207,0.23624752461910248,0.7553935050964355,0.9106354117393494,0.8691999912261963,0.9749982953071594,0.23254089057445526,0.38807427883148193,0.9341176748275757
90,0.890126645565033,0.9705896973609924,0.005493934266269207,0.23721711337566376,0.7542526125907898,0.9128672480583191,0.9143999814987183,0.9761826395988464,0.18773674964904785,0.49802371859550476,0.8894117474555969
91,0.890126645565033,0.9706693887710571,0.005493934266269207,0.2367720901966095,0.7548856735229492,0.9113641381263733,0.8848000168800354,0.9766804575920105,0.2322748601436615,0.41976621747016907,0.929411768913269
92,0.8903218507766724,0.9705476760864258,0.005493934266269207,0.2368486225605011,0.7558540105819702,0.910088837146759,0.8557999730110168,0.976118803024292,0.26305320858955383,0.36618444323539734,0.9529411792755127
93,0.8884478807449341,0.9705644249916077,0.005493934266269207,0.23615950345993042,0.7514183521270752,0.9109086990356445,0.883400022983551,0.9765263795852661,0.23018671572208405,0.4171907901763916,0.9364705681800842
94,0.8895800709724426,0.9705421328544617,0.005493934266269207,0.23660781979560852,0.7541126012802124,0.9103621244430542,0.8848000168800354,0.9750863909721375,0.22646433115005493,0.41925132274627686,0.9223529696464539
95,0.8895540237426758,0.9702515006065369,0.005493934266269207,0.23753032088279724,0.7537111043930054,0.9111819863319397,0.8970000147819519,0.9758686423301697,0.2114003598690033,0.44863012433052063,0.9247058629989624
96,0.8915190696716309,0.9709320068359375,0.005493934266269207,0.23482884466648102,0.7569525837898254,0.9136871099472046,0.878000020980835,0.9759845733642578,0.22731028497219086,0.4057084619998932,0.9364705681800842
97,0.8887081742286682,0.9704399108886719,0.005493934266269207,0.23712174594402313,0.7522870302200317,0.9101799130439758,0.8903999924659729,0.9766559600830078,0.21302978694438934,0.4321940541267395,0.9223529696464539
98,0.889488935470581,0.9708831906318665,0.005493934266269207,0.23673701286315918,0.7534927725791931,0.9113641381263733,0.8998000025749207,0.9773708581924438,0.20981252193450928,0.45550352334976196,0.9152941107749939
99,0.8912327885627747,0.9707947969436646,0.005493934266269207,0.23632650077342987,0.7566343545913696,0.9129583239555359,0.9002000093460083,0.9772816300392151,0.2050904780626297,0.4568764567375183,0.9223529696464539
