modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
Gradient Boosting_train,0.9350612020025391,0.8890002277385561,0.9861560226354082,0.1336172413382763,0.964720273805031,0.9919042540606322,0.9840421214137919,0.6538768698107857,f1,,
