modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
MLP_Bayesian,0.8061550759392486,0.6779831932773109,0.9940857565303105,0.1203613513147707,0.9722809624507058,0.975521057481364,0.8729180771797889,0.5257519483566284,f1,,
