modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
CNN_Tuned,0.7310408351243476,0.8003361344537815,0.6727889234246962,0.10728873871168561,0.949934274447048,0.9738636014698205,0.8691196730331134,0.42877069115638733,f1,0.8,
