modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
MLP_Selected,0.803136939473155,0.6712605042016807,0.9994994994994995,0.19403226103139598,0.9720237755043721,0.9755925591448985,0.8740387639430256,0.9154907464981079,f1,,
