modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
MLP_Bayesian_train,0.8548144375245988,0.8408562969710772,0.8692438082681985,0.16768376073034935,0.9183920461200109,0.9770558678261316,0.9512066216638397,0.4211192727088928,f1,,
