modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
CNN_Bayesian_train,0.8489255430363573,0.8322022318378501,0.86633475580844,0.172456497647913,0.9153729031922231,0.97471932492596,0.9477963594242951,0.38510218262672424,f1,,
