modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
CNN_Bayesian,0.8032591414944356,0.6793277310924369,0.982498784637822,0.10728873871168561,0.9717094359032977,0.9738636014698205,0.8691196730331134,0.656121015548706,f1,,
