modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
CNN_Selected,0.8017107309486781,0.693109243697479,0.9506685108344859,0.17922468268286348,0.9708521460821855,0.9751591872577757,0.8720576342643148,0.8170304894447327,f1,,
