modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
MLP_Tuned,0.6884442629644753,0.8500840336134454,0.5784537968892955,0.1203613513147707,0.9345887866491398,0.975521057481364,0.8729180771797889,0.41306066513061523,f1,0.85,
