modelo,f1,recall,precision,loss,accuracy,roc_auc,pr_auc,threshold,threshold_objective,min_recall,min_precision
Random Forest_train,0.8788826815642458,0.8956957412890002,0.8626891862250493,0.18971176579312965,0.9294665747042672,0.9835874272915367,0.965545100806805,0.5688896478834852,f1,,
