epoch,accuracy,learning_rate,loss,recall,val_accuracy,val_loss,val_recall
0,0.8800410628318787,0.004999999888241291,0.2930939197540283,0.902357816696167,0.8763835430145264,0.2175837755203247,0.9301961064338684
1,0.8870202898979187,0.004999999888241291,0.2625156342983246,0.9138777852058411,0.8663821816444397,0.24162036180496216,0.9513725638389587
2,0.8876004815101624,0.004999999888241291,0.2598080039024353,0.9154922366142273,0.8544472455978394,0.24775485694408417,0.9521568417549133
3,0.887028694152832,0.004999999888241291,0.2605935037136078,0.9162322282791138,0.8531804084777832,0.24308687448501587,0.9521568417549133
4,0.8888701796531677,0.004999999888241291,0.25822100043296814,0.9189902544021606,0.8707160949707031,0.23060792684555054,0.9396078586578369
5,0.8884750008583069,0.004999999888241291,0.2583301067352295,0.9162154197692871,0.8868516087532043,0.22109700739383698,0.9231372475624084
6,0.8927298188209534,0.0024999999441206455,0.24293789267539978,0.9201170206069946,0.8924522995948792,0.20598825812339783,0.9262745380401611
7,0.8932427167892456,0.0024999999441206455,0.24219292402267456,0.9209579229354858,0.8941859006881714,0.20584215223789215,0.9215686321258545
8,0.8933688998222351,0.0024999999441206455,0.23987552523612976,0.9210252165794373,0.8948526382446289,0.20090840756893158,0.910588264465332
9,0.8933520317077637,0.0024999999441206455,0.23980720341205597,0.9220342636108398,0.8780503869056702,0.2254696488380432,0.9427450895309448
10,0.8938145637512207,0.0024999999441206455,0.238823801279068,0.9197806715965271,0.8856514096260071,0.22609888017177582,0.9317647218704224
11,0.8943947553634644,0.0024999999441206455,0.23838885128498077,0.9220005869865417,0.8924522995948792,0.2113722860813141,0.9223529696464539
12,0.8930240869522095,0.0024999999441206455,0.23914510011672974,0.918973445892334,0.8735164403915405,0.21748237311840057,0.9427450895309448
13,0.8944031596183777,0.0024999999441206455,0.23795689642429352,0.9215129017829895,0.8917189240455627,0.20174524188041687,0.9215686321258545
14,0.8964884877204895,0.0012499999720603228,0.22884443402290344,0.9216642379760742,0.8931190967559814,0.20105673372745514,0.9254902005195618
15,0.8979095816612244,0.0012499999720603228,0.2252507507801056,0.9227741956710815,0.8795172572135925,0.22144611179828644,0.9458823800086975
16,0.897337794303894,0.0012499999720603228,0.22461073100566864,0.9240354895591736,0.8839845061302185,0.2052570879459381,0.9372549057006836
17,0.8970939517021179,0.0012499999720603228,0.22394736111164093,0.9244896173477173,0.8834511041641235,0.20512370765209198,0.9411764740943909
18,0.8965053558349609,0.0012499999720603228,0.22332856059074402,0.9220005869865417,0.8933857679367065,0.194295272231102,0.9278431534767151
19,0.8970687389373779,0.0012499999720603228,0.22325162589550018,0.9259695410728455,0.8949193358421326,0.19179518520832062,0.9262745380401611
20,0.8972368836402893,0.0012499999720603228,0.22423559427261353,0.922437846660614,0.8795839548110962,0.2097102254629135,0.9435294270515442
21,0.8963203430175781,0.0012499999720603228,0.22266465425491333,0.922387421131134,0.9017869234085083,0.1873702108860016,0.9145098328590393
22,0.8973798155784607,0.0012499999720603228,0.22262778878211975,0.9255658984184265,0.8777170181274414,0.20961394906044006,0.9474509954452515
23,0.8967491984367371,0.0012499999720603228,0.22349867224693298,0.924052357673645,0.9039205312728882,0.18526361882686615,0.9058823585510254
24,0.8982459306716919,0.0012499999720603228,0.22265176475048065,0.922976016998291,0.8891185522079468,0.19925715029239655,0.9364705681800842
25,0.8973293900489807,0.0012499999720603228,0.22254274785518646,0.9217483401298523,0.8929857611656189,0.1964152455329895,0.9278431534767151
26,0.8974218964576721,0.0012499999720603228,0.22200503945350647,0.9226564764976501,0.8896519541740417,0.19967983663082123,0.938039243221283
27,0.8978002667427063,0.0012499999720603228,0.2218962162733078,0.9224546551704407,0.8957194089889526,0.19236531853675842,0.9207842946052551
28,0.8973293900489807,0.0012499999720603228,0.22262445092201233,0.9220678806304932,0.8991865515708923,0.19171535968780518,0.9223529696464539
29,0.8986074924468994,0.0006249999860301614,0.21711121499538422,0.9224715232849121,0.8903186917304993,0.20112325251102448,0.9364705681800842
30,0.8995997309684753,0.0006249999860301614,0.21523165702819824,0.92131108045578,0.8909854888916016,0.19831974804401398,0.930980384349823
31,0.8998772501945496,0.0006249999860301614,0.21436884999275208,0.9226060509681702,0.8891185522079468,0.19981999695301056,0.9364705681800842
32,0.8998604416847229,0.0006249999860301614,0.21323157846927643,0.9234300851821899,0.8963862061500549,0.18901821970939636,0.9231372475624084
33,0.8996249437332153,0.0006249999860301614,0.2130197435617447,0.9228582978248596,0.8929857611656189,0.1917010247707367,0.9317647218704224
